place,name,address,latitude,longitude,category,ranking,url,website
ChIJ01NehtUbdkgRdjnC7wr40sw,The Maid Of Muswell,"121 Alexandra Park Rd, Greater, Muswell Hill, London N10 2DP, United Kingdom",51.5988913,-0.1379295,bar,4.3,,
ChIJ02cdBcsPdkgRwa3puG6p4Mk,The Andover Arms,"57 Aldensley Rd, London W6 0DL, United Kingdom",51.496852,-0.232676,bar,4.5,,
ChIJ04AeTsMbdkgRBwyQ9iClxZs,Three Falcons Hotel & Pub,"1 Orchardson St, London NW8 8NG, United Kingdom",51.5241042,-0.1746932,bar,4.3,,
ChIJ08DiF2M7dkgRDkPXrVGEycA,Hopfields,"Homestead Rd, Birchwood, Hatfield AL10 0QW, United Kingdom",51.7712951,-0.2239642,bar,4.3,,
ChIJ08tP-rkIdkgRIUC5sqksWyQ,The Garratt & Gauge,"18 Hartfield Rd, London SW19 3TA, United Kingdom",51.4196739,-0.2053918,bar,4.1,,
ChIJ0TP6lvYOdkgRr2wwpvy1ggs,The Brown Dog,"28 Cross St, London SW13 0AP, United Kingdom",51.46897689999999,-0.2516492,restaurant,4.4,,
ChIJ0TSJWUgadkgRTqirut2U4Mc,Bull Highgate,"13 North Hill, London N6 4AB, United Kingdom",51.575495,-0.150741,restaurant,4.5,,
ChIJ0TSJWUgadkgRTqirut2U4Mc,Bull Highgate,"13 North Hill, London N6 4AB, United Kingdom",51.575495,-0.150741,bar,4.5,,
ChIJ0TowjRgPdkgRqgyfGtPZ6_E,The Woodman Pub,"222 Durnsford Rd, London SW19 8DR, United Kingdom",51.4347176,-0.1963476,bar,4.4,,
ChIJ0TowjRgPdkgRqgyfGtPZ6_E,The Woodman Pub,"222 Durnsford Rd, London SW19 8DR, United Kingdom",51.4347176,-0.1963476,restaurant,4.4,,
ChIJ0TpHE94OdkgRHQRRNiPKZnI,King's Head Roehampton,"1 Roehampton High St, London SW15 4HL, United Kingdom",51.4502295,-0.2407638,bar,4.4,,
ChIJ0TpHE94OdkgRraHIW4ajTIQ,The Angel Roehampton SW15,"11 Roehampton High St, London SW15 4HL, United Kingdom",51.45026009999999,-0.2399857,bar,4.2,,
ChIJ0WJ61B0bdkgRmTHPG4A1Ddc,Camden Road Arms,"102, 104 Camden Rd, London NW1 9EA, United Kingdom",51.5415262,-0.1383856,bar,4.2,,
ChIJ0Z8seOEadkgRhJ6wZDbtT2k,The Oxford Arms,"265 Camden High St, London NW1 7BU, United Kingdom",51.5406168,-0.1442585,bar,4.1,,
ChIJ0_G86nMTdkgRhBUQ-UmjN94,Royal Oak,"86 St. Anns Rd, Harrow HA1 1JP, United Kingdom",51.5816451,-0.3378906,restaurant,4.1,,
ChIJ0_G86nMTdkgRhBUQ-UmjN94,Royal Oak,"86 St. Anns Rd, Harrow HA1 1JP, United Kingdom",51.5816451,-0.3378906,bar,4.1,,
ChIJ0ePbTj9AdkgR5XXIEeEuvbY,The Swan,"College Rd, Abbots Langley WD5 0NR, United Kingdom",51.7029919,-0.4088775,bar,4.1,,
ChIJ1-5UCDcMdkgRgG9L30dQ4b0,The Sun Inn,"17 Parkshot, Richmond TW9 2RG, United Kingdom",51.4641943,-0.3023049,bar,4.3,,
ChIJ1-IYc4cPdkgR4I5TjgAzQxQ,The Butcher's Hook,"477 Fulham Rd., London SW6 1HL, United Kingdom",51.4802376,-0.1891254,bar,4.2,,
ChIJ11m2lB4bdkgRLq5mP89TImM,Prince Albert,"163 Royal College St, London NW1 0SG, United Kingdom",51.5399578,-0.137038,bar,4.3,,
ChIJ12Uf7ykJdkgRuBMLjljfmTI,The Crown Sutton,"285 High St, Sutton SM1 1LD, United Kingdom",51.3682033,-0.1952917,bar,4.1,,
ChIJ13uo36kYdkgRDgTk5iTbD2I,The Plough,"Cattlegate Rd, Enfield EN2 9DJ, United Kingdom",51.6832812,-0.1003717,restaurant,4.2,,
ChIJ13uo36kYdkgRDgTk5iTbD2I,The Plough,"Cattlegate Rd, Enfield EN2 9DJ, United Kingdom",51.6832812,-0.1003717,bar,4.2,,
ChIJ16QiKg8PdkgRyTioiPZfcSQ,Half Moon,"93 Lower Richmond Rd., London SW15 1EU, United Kingdom",51.4673218,-0.2200089,bar,4.4,,
ChIJ17DUUjo_dkgRu892AfLIE9Q,The Portland Arms,"Portland St, St Albans AL3 4RA, United Kingdom",51.7541598,-0.3475834,restaurant,4.6,,
ChIJ17DUUjo_dkgRu892AfLIE9Q,The Portland Arms,"Portland St, St Albans AL3 4RA, United Kingdom",51.7541598,-0.3475834,bar,4.6,,
ChIJ19o5YjkMdkgRbYroppZN0iQ,Dukes Head Inn,"42 The Vineyard, Richmond TW10 6AN, United Kingdom",51.4585398,-0.2996187,lodging,4.6,,
ChIJ19o5YjkMdkgRbYroppZN0iQ,Dukes Head Inn,"42 The Vineyard, Richmond TW10 6AN, United Kingdom",51.4585398,-0.2996187,bar,4.6,,
ChIJ1QHezNMTdkgRrEN9-t2SjTQ,Twomey's Irish Bar,"278 Preston Rd, Wembley, Harrow HA3 0QA, United Kingdom",51.572892,-0.2943667,bar,4.9,,
ChIJ1QkscOQVdkgR7OFB86myypI,The Oak,"Rossington Ave, Borehamwood WD6 4LA, United Kingdom",51.669121,-0.290398,bar,4.4,,
ChIJ1UbnPT8MdkgRJoz0imODj-I,Stein's Richmond,"Towpath, Petersham Rd, Richmond TW10 6UX, United Kingdom",51.4555053,-0.3038986,bar,4.3,,
ChIJ1VvRi6gadkgRpKdyKQUo8-8,Prince Alfred,"5A Formosa St, London W9 1EE, United Kingdom",51.5244091,-0.1849726,bar,4.4,,
ChIJ1Yix5ikFdkgR1GUx9kDQtck,The King's Head,"10 Stafford St, Greater, London W1S 4RX, United Kingdom",51.5086616,-0.1412708,bar,4.4,,
ChIJ1_9cnRIJdkgR0L79XiLZbXc,The Watchman - JD Wetherspoon,"184 High St, New Malden KT3 4ES, United Kingdom",51.3988588,-0.2552094,bar,4.1,,
ChIJ1c0x3mEMdkgRLCSo84pz20o,The William Webb Ellis - JD Wetherspoon,"24 London Rd, Twickenham TW1 3RR, United Kingdom",51.4476343,-0.3284899,bar,4.1,,
ChIJ1dU6KDAHdkgRE5VjWc4uBBQ,The Old Fox & Hounds,"1 London Rd, Croydon CR0 2RE, United Kingdom",51.37821899999999,-0.1030451,bar,4.3,,
ChIJ1dXYT6UGdkgRv9I6jVYVnwQ,The Conquering Hero,"262 Beulah Hill, London SE19 3HF, United Kingdom",51.4197326,-0.1064428,bar,4.5,,
ChIJ1eUo_AYFdkgRAuScIVVzPyw,Paya & Horse Pub gallery,"181 Battersea Park Rd, London SW11 4LB, United Kingdom",51.475871,-0.1488954,bar,4.0,,
ChIJ1fEijs8IdkgRdAoGJi2Gnqg,Rushmere,"89 Ridgway, London SW19 4SU, United Kingdom",51.4207838,-0.2205841,bar,4.2,,
ChIJ1fEijs8IdkgRdAoGJi2Gnqg,Rushmere,"89 Ridgway, London SW19 4SU, United Kingdom",51.4207838,-0.2205841,restaurant,4.2,,
ChIJ1fx4F0E9dkgRiiHR4uuv29c,The Strafford,"Cranborne Parade, Mutton Ln, Potters Bar EN6 3BA, United Kingdom",51.7010686,-0.2097554,bar,4.3,,
ChIJ1fx4F0E9dkgRiiHR4uuv29c,The Strafford,"Cranborne Parade, Mutton Ln, Potters Bar EN6 3BA, United Kingdom",51.7010686,-0.2097554,restaurant,4.3,,
ChIJ1xsouugadkgRoOZ2_HPF1DM,The Princess of Wales,"22 Chalcot Rd, London NW1 8LL, United Kingdom",51.5403987,-0.1540078,meal_takeaway,4.3,,
ChIJ206ZgX48dkgRaMZaN4fIrrI,Harpsfield Hall - JD Wetherspoon,"13a Parkhouse Ct, Hatfield AL10 9RQ, United Kingdom",51.7625733,-0.2403655,bar,4.0,,
ChIJ20sQSwIQdkgRjG6i3vgKo1I,The Prince Bonaparte,"80 Chepstow Rd, London W2 5BE, United Kingdom",51.5174263,-0.1956145,bar,4.3,,
ChIJ21DAnTEOdkgRAMuMrC0Ay6E,Orchard,"136 Askew Rd, London W12 9BP, United Kingdom",51.5016506,-0.2418653,bar,4.0,,
ChIJ22nNyUE_dkgRrTTS6_fwZeQ,The Holly Bush,"Potterscrouch Ln, St Albans AL2 3NN, United Kingdom",51.73482990000001,-0.3843904,bar,4.5,,
ChIJ25dfzb0FdkgRThyDl6tr4tM,The South West Eleven,"279 Battersea Park Rd, London SW11 4NE, United Kingdom",51.4746026,-0.1530526,bar,4.5,,
ChIJ27Up5B0QdkgRECkK3JBa514,The Resting Room,"14-2 Blenheim Cres, London W11 1NN, United Kingdom",51.5160041,-0.2048699,bar,4.5,,
ChIJ28VP8b4NdkgRXGr4FI4zkA0,"The Globe, Brentford","104 Windmill Rd, Brentford TW8 9NA, United Kingdom",51.49055569999999,-0.3097288,bar,4.5,,
ChIJ29gYe7cPdkgRRHLRasrveXY,Duke of Cornwall,"48 Fulham Palace Rd, London W6 9PH, United Kingdom",51.4905278,-0.2237889,bar,4.3,,
ChIJ2QBsZWoIdkgRi8UG99aTy60,Gander Inn,"2 St Dunstan's Hill, Sutton SM1 2UE, United Kingdom",51.3715196,-0.2089197,bar,4.5,,
ChIJ2QBsZWoIdkgRi8UG99aTy60,Gander Inn,"2 St Dunstan's Hill, Sutton SM1 2UE, United Kingdom",51.3715196,-0.2089197,restaurant,4.5,,
ChIJ2QDisaDjdUgRYRg6VJCi9Y4,Spouter's Corner,"Unit 5, Spouter's Corner, 180 High Rd, London N22 6EJ, United Kingdom",51.5965575,-0.1089161,bar,3.9,,
ChIJ2Qsu3uEHdkgRYz_vy6WSXUc,"The Little Windsor, Sutton","13 Greyhound Rd, Sutton SM1 4BY, United Kingdom",51.3640274,-0.1868705,bar,4.5,,
ChIJ2UXz6M4adkgRvGAlw1AHJ-s,Globe,"43 Marylebone Rd, London NW1 5JY, United Kingdom",51.5219444,-0.1569444,bar,4.1,,
ChIJ2U_eLGUSdkgRKEKedYYjhAo,"The Duke of Kent, Ealing","Scotch Common, London W13 8DL, United Kingdom",51.5251782,-0.3201984,bar,4.3,,
ChIJ2XoY68UPdkgRHPUiNejUE7o,The Richmond,"55 Shepherds Bush Rd, London W6 7LU, United Kingdom",51.5003732,-0.221793,bar,4.3,,
ChIJ2_Gatm8PdkgRsCO913H8Y3U,Queen Adelaide,"35 Putney Bridge Rd, London SW18 1NP, United Kingdom",51.4598394,-0.1992641,bar,4.4,,
ChIJ2a1y4d8FdkgRQ-PVePzgzY8,The Mayfair Tavern,"127 Upper Tooting Rd, London SW17 7TJ, United Kingdom",51.4323578,-0.163654,bar,4.3,,
ChIJ2fCVI5AGdkgR-ovtHBbXlKU,The Bull,"498 Streatham High Rd, London SW16 3QB, United Kingdom",51.4194364,-0.1283567,bar,4.4,,
ChIJ2wPtmyYVdkgRP7zx0TWVWkQ,The King Stag,"15 Bournehall Rd, Bushey WD23 3EH, United Kingdom",51.6454854,-0.362909,bar,4.4,,
ChIJ2xcyHPYPdkgRuTc4LY57Ceg,The Builders Arms,"1 Kensington Ct Pl, Greater, London W8 5BJ, United Kingdom",51.4994004,-0.1883404,bar,4.5,,
ChIJ2xhV8sUFdkgRTW5pI3QxKEk,Balham Bowls Club,"7-9 Ramsden Rd, London SW12 8QX, United Kingdom",51.4449475,-0.1523736,bar,4.4,,
ChIJ2xqvFFsFdkgRfUKr7U0Db2Q,FiveSixEight,"Imperial College Union, Prince Consort Rd, South Kensington, London SW7 2BB, United Kingdom",51.5004399,-0.1779968,bar,3.9,,
ChIJ2yaCKk8adkgRTT3QOxE-aLs,The Red Lion & Sun,"25 North Rd, London N6 4BE, United Kingdom",51.57262739999999,-0.1501336,bar,4.5,,
ChIJ2ytpLHwUdkgRxGzDdkWKDaM,The Duck In The Pond,"Kenton Ln, Stanmore, Harrow HA3 6AA, United Kingdom",51.6043984,-0.3273369,restaurant,4.1,,
ChIJ2ytpLHwUdkgRxGzDdkWKDaM,The Duck In The Pond,"Kenton Ln, Stanmore, Harrow HA3 6AA, United Kingdom",51.6043984,-0.3273369,bar,4.1,,
ChIJ3-3Jt7MadkgRTjROEZbXy_Y,Lockhouse,"3 Merchant Sq, London W2 1JZ, United Kingdom",51.5189405,-0.1721289,bar,4.1,,
ChIJ3-Y9gk4adkgRgeT1DcSgfQs,The Angel Inn,"37 Highgate High St, Greater, London N6 5JT, United Kingdom",51.5706558,-0.1476538,bar,4.3,,
ChIJ3-_9tQsGdkgRKzzebHk3PAM,J.J. Moon's - JD Wetherspoon,"56a High Street, London SW17 0RN, United Kingdom",51.4278528,-0.1684052,bar,3.6,,
ChIJ3-dQFSAFdkgR74tjp7XFxTY,The Willow Walk - JD Wetherspoon,"Parnell House, 25 Wilton Rd, Pimlico, London SW1V 1LW, United Kingdom",51.49501040000001,-0.1424483,bar,4.0,,
ChIJ34AWBhETdkgR42EUG9u8kFE,The White Horse,"White Horse, 50 Middle Rd, Harrow HA2 0HL, United Kingdom",51.5702984,-0.3453412,bar,4.4,,
ChIJ3671GUcGdkgRsqASFyZ3hkM,Windmill Inn,"40 Commonside W, Mitcham CR4 4HA, United Kingdom",51.4017205,-0.1608232,restaurant,4.6,,
ChIJ3671GUcGdkgRsqASFyZ3hkM,Windmill Inn,"40 Commonside W, Mitcham CR4 4HA, United Kingdom",51.4017205,-0.1608232,bar,4.6,,
ChIJ377FWNIadkgRl8dspO5TY24,Golden Eagle,"59 Marylebone Ln, London W1U 2NY, United Kingdom",51.5176987,-0.1507841,bar,4.2,,
ChIJ38HKnLxqdkgRdh4EaCfTQV0,Cother Arms,"188-192 St Albans Rd, Watford WD24 4AT, United Kingdom",51.67025289999999,-0.3969989,bar,3.7,,
ChIJ38lAkXMJdkgRO4LbmxGegwk,Woodies Freehouse,"The Sportsground, Thetford Rd, New Malden, England KT3 5DX, United Kingdom",51.3920538,-0.2672002,bar,4.4,,
ChIJ3QEp-GsFdkgRadkBn88MO2s,The Sydney Arms,"70 Sydney St, London SW3 6NJ, United Kingdom",51.4887817,-0.1694722,bar,4.2,,
ChIJ3UHQ3x8bdkgRle3hxqrg1tU,Camden Head,"100 Camden High St, London NW1 0LU, United Kingdom",51.5373131,-0.1409369,bar,4.2,,
ChIJ3WVVRDkFdkgRBupymofNwAY,Gloucester,"187 Sloane St, London SW1X 9QR, United Kingdom",51.4999794,-0.1596043,bar,4.2,,
ChIJ3XvB0IsPdkgRo151mr0Kp2k,The Pembroke,"261 Old Brompton Rd, London SW5 9JA, United Kingdom",51.4889376,-0.1914916,bar,4.2,,
ChIJ3Ya_9zgFdkgRKV2cbFSUIww,Paxtons Head,"153 Knightsbridge, London SW1X 7PA, United Kingdom",51.5015943,-0.1623041,bar,4.1,,
ChIJ3Ya_9zgFdkgRKV2cbFSUIww,Paxtons Head,"153 Knightsbridge, London SW1X 7PA, United Kingdom",51.5015943,-0.1623041,restaurant,4.1,,
ChIJ3_L7BbMWdkgRR_UMoMUInp4,Blarneys,"128 Burnt Oak Broadway, Burnt Oak, Edgware HA8 0BB, United Kingdom",51.6011059,-0.2676791,bar,4.1,,
ChIJ3_RcuJkFdkgRPLumZHb__1g,The Falcon,"2 St John's Hill, Greater, London SW11 1RU, United Kingdom",51.46382149999999,-0.1680113,bar,4.0,,
ChIJ3_i2XGsOdkgRcnblPpOl80M,The Crown & Anchor,"374 Chiswick High Rd., Greater, Chiswick, London W4 5TA, United Kingdom",51.492632,-0.263726,bar,4.4,,
ChIJ3_i2XGsOdkgRcnblPpOl80M,The Crown & Anchor,"374 Chiswick High Rd., Greater, Chiswick, London W4 5TA, United Kingdom",51.492632,-0.263726,restaurant,4.4,,
ChIJ3c8nOfYPdkgR0QUvligOSeo,Greyhound,"1 Kensington Square, London W8 5EP, United Kingdom",51.5010887,-0.1895063,bar,4.2,,
ChIJ3c9WZFYMdkgRuS0-k2vZZ-4,The Victoria Tavern,"56 Worple Rd, Isleworth TW7 7BA, United Kingdom",51.4644819,-0.3277507,bar,4.5,,
ChIJ3cD4TQoGdkgRo0OrhEv1YVo,The Castle,"38 Tooting High St, London SW17 0RG, United Kingdom",51.4285499,-0.1676923,bar,4.2,,
ChIJ3f3tjlgOdkgRWKpyc4mKhdQ,Coach & Horses,"27 Barnes High St, London SW13 9LW, United Kingdom",51.47358209999999,-0.2500422,bar,4.4,,
ChIJ41WAfLcNdkgRZFy8L6fu_gE,Magpie and Crown,"128 High St, London, Brentford TW8 8EW, United Kingdom",51.48276629999999,-0.3091736,bar,4.4,,
ChIJ42CkrY8FdkgRQNocLApP9m8,"The Beehive, Wandsworth","197 St John's Hill, London SW11 1TH, United Kingdom",51.4598977,-0.1782536,bar,4.4,,
ChIJ47DSSlQOdkgRzEsgVbzLuwo,"The Red Lion, Barnes","2 Castelnau, London SW13 9RU, United Kingdom",51.4755063,-0.2389859,bar,4.4,,
ChIJ4SNdMjEMdkgR27clqEk-95I,The Hope,"115-117 Kew Rd, London TW9 2PN, United Kingdom",51.4654714,-0.2993424,bar,4.2,,
ChIJ4TH2_u4SdkgRuhGu62dVfGk,The Railway,"390 Oldfield Ln N, Greenford UB6 0AP, United Kingdom",51.5431512,-0.345057,bar,4.1,,
ChIJ4TxuoZcFdkgR0QpKHgIvkyM,The Goat,"66 Battersea Rise, Greater, London SW11 1EQ, United Kingdom",51.4609404,-0.1662873,bar,4.1,,
ChIJ4TxuoZcFdkgR0QpKHgIvkyM,The Goat,"66 Battersea Rise, Greater, London SW11 1EQ, United Kingdom",51.4609404,-0.1662873,restaurant,4.1,,
ChIJ4_01m0YPdkgRQJ-Pctderbc,The Old Fields,"20 Replingham Rd, London SW18 5LS, United Kingdom",51.4447061,-0.2051527,bar,4.3,,
ChIJ4_01m0YPdkgRQJ-Pctderbc,The Old Fields,"20 Replingham Rd, London SW18 5LS, United Kingdom",51.4447061,-0.2051527,restaurant,4.3,,
ChIJ4aNdbSQ_dkgRCmrEvmdh3Ko,The White Swan,"1 Upper Dagnall St, St Albans AL3 5EA, United Kingdom",51.7521567,-0.3399737,bar,4.3,,
ChIJ4aNdbSQ_dkgRCmrEvmdh3Ko,The White Swan,"1 Upper Dagnall St, St Albans AL3 5EA, United Kingdom",51.7521567,-0.3399737,restaurant,4.3,,
ChIJ4b6eRt8-dkgRAH5SstZDYqw,The Victoria St Albans,"82 Victoria St St Albans, Hertfordshire AL1 3TG, St Albans AL1 3TG, United Kingdom",51.7508103,-0.3324299000000001,bar,4.3,,
ChIJ4dX96B4GdkgR7uHIkn75i2A,Watermill Restaurant,"3 Watermill Wy, Wimbledon, London SW19 2RD, United Kingdom",51.4134039,-0.1831473,bar,4.0,,
ChIJ4fAHKcUTdkgRUGEBAHjnJnM,The Preston,"161 Preston Rd, London HA9 8NG, United Kingdom",51.5696929,-0.2952646,bar,4.3,,
ChIJ4zpbPScVdkgRXWqagS47ZoI,The Belmont,"14 Station Parade, Harrow HA3 8SB, United Kingdom",51.6008333,-0.3196337,bar,4.8,,
ChIJ4zwEbNQNdkgR_ioyfJfpsNY,Kew Gardens Hotel,"292 Sandycombe Rd, Richmond TW9 3NG, United Kingdom",51.47608899999999,-0.2868823,bar,4.2,,
ChIJ5-Popu0idkgRnkH_tTzSVeM,Judges Bar & Restaurant Potters Bar,"1 Judges Hill, Northaw, Potters Bar EN6 4NL, United Kingdom",51.7050656,-0.1515379,bar,4.3,,
ChIJ5-Popu0idkgRnkH_tTzSVeM,Judges Bar & Restaurant Potters Bar,"1 Judges Hill, Northaw, Potters Bar EN6 4NL, United Kingdom",51.7050656,-0.1515379,restaurant,4.3,,
ChIJ5-xU27cPdkgRuuD97ntp1wo,The Swan,"46 Hammersmith Broadway, Greater, London W6 0DZ, United Kingdom",51.49306060000001,-0.2249448,bar,4.2,,
ChIJ512vnyQFdkgR7obIg35GM8s,Horse & Groom,"7 Groom Pl, London SW1X 7BA, United Kingdom",51.4993171,-0.151068,bar,4.4,,
ChIJ52hWhckidkgRMAPa061-54I,Builders Arms,"47 Heath Rd, Potters Bar EN6 1LR, United Kingdom",51.7064556,-0.1826901,cafe,4.5,,
ChIJ52hWhckidkgRMAPa061-54I,Builders Arms,"47 Heath Rd, Potters Bar EN6 1LR, United Kingdom",51.7064556,-0.1826901,bar,4.5,,
ChIJ53Q2E4sPdkgRiUrEyT7IGhQ,Courtfield,"187 Earls Ct Rd, London SW5 9AN, United Kingdom",51.49219300000001,-0.1926236,restaurant,4.0,,
ChIJ53Q2E4sPdkgRiUrEyT7IGhQ,Courtfield,"187 Earls Ct Rd, London SW5 9AN, United Kingdom",51.49219300000001,-0.1926236,bar,4.0,,
ChIJ53sLLXsjdkgR08NtBVy5l-c,Rose and Crown,"22 HIgh Rd, Essendon, Hatfield AL9 6HW, United Kingdom",51.7602773,-0.1538153,bar,4.6,,
ChIJ57y0-pUPdkgR3zDumJXPaGs,The Curtains Up,"28A Comeragh Rd, London W14 9HR, United Kingdom",51.4893551,-0.2094937,bar,4.5,,
ChIJ59mZTuEadkgRTv5loJCl9C4,The Ice Wharf - JD Wetherspoon,"28A, 28B Jamestown Rd, London NW1 7BY, United Kingdom",51.540874,-0.145664,bar,4.1,,
ChIJ5V2NTN0LdkgRZQCv2yBPxiA,The Bricklayers Arms,"53 Hawks Rd, Kingston upon Thames KT1 3DS, United Kingdom",51.40914799999999,-0.291797,bar,4.3,,
ChIJ5Vj7iN4FdkgR3M_TULhj-vE,Wheatsheaf,"2 Upper Tooting Rd, Tooting Bec, London SW17 7TS, United Kingdom",51.4356948,-0.160046,bar,4.5,,
ChIJ5YC0gYgPdkgRDIo3VnEw6J0,The Connolly’s Bar & Diner,"450 Chiswick High Rd., Chiswick, London W4 5TT, United Kingdom",51.492881,-0.2675355,bar,4.4,,
ChIJ5YmjWPkPdkgR8B8UYEF1zeA,"The Mall Tavern, Notting Hill","71 Palace Gardens Terrace, London W8 4DY, United Kingdom",51.5084885,-0.193922,restaurant,4.4,,
ChIJ5YmjWPkPdkgR8B8UYEF1zeA,"The Mall Tavern, Notting Hill","71 Palace Gardens Terrace, London W8 4DY, United Kingdom",51.5084885,-0.193922,bar,4.4,,
ChIJ5ZrPGuUZdkgRj0LoisRxok4,"The Elephant Inn, Finchley","283 Ballards Ln, London N12 8NR, United Kingdom",51.6115133,-0.1792032,restaurant,4.2,,
ChIJ5ZrPGuUZdkgRj0LoisRxok4,"The Elephant Inn, Finchley","283 Ballards Ln, London N12 8NR, United Kingdom",51.6115133,-0.1792032,bar,4.2,,
ChIJ5bKUWoQPdkgR3dH4lL617XY,McGettigan's Fulham,"1 Fulham Broadway, London SW6 1AA, United Kingdom",51.4799726,-0.1959914,bar,4.0,,
ChIJ5bwduyIadkgRut5EZ20KkkM,The Bald Faced Stag,"69 High Rd, London N2 8AB, United Kingdom",51.5893539,-0.1640734,restaurant,4.2,,
ChIJ5bwduyIadkgRut5EZ20KkkM,The Bald Faced Stag,"69 High Rd, London N2 8AB, United Kingdom",51.5893539,-0.1640734,bar,4.2,,
ChIJ5dFxtLQbdkgRVq6DbWGALyU,The Winchester,"206 Archway Rd, London N6 5BA, United Kingdom",51.5737791,-0.1409162,bar,4.5,,
ChIJ5zPT0uwVdkgRadNeBAp_HC4,The Seven,"Kenton Ln, Harrow HA3 6AW, United Kingdom",51.6103953,-0.3300927,bar,4.2,,
ChIJ5zPT0uwVdkgRadNeBAp_HC4,The Seven,"Kenton Ln, Harrow HA3 6AW, United Kingdom",51.6103953,-0.3300927,night_club,4.2,,
